,0
2168,characteristic
2169,alert
2170,nonchalance
2171,"role,"
2172,central;
2173,Gloria
2174,Grahame
2175,fully-fledged
2176,rendition
2177,"smart-mouthed,"
2178,vulnerable
2179,"tramp,"
2180,sad
2181,sack
2182,leeched
2183,"life,"
2184,Kelly
2185,haunts
2186,"small,"
2187,peripheral
2188,memorable
2189,politically
2190,engaged
2191,inevitably
2192,succumbs
2193,"sermonizing,"
2194,confined
2195,Young's
2196,reminiscence
2197,grandfather
2198,hands
2199,bigots
2200,century
2201,"thus,"
2202,"incidentally,"
2203,stretching
2204,chronology
2205,limit
2206,attempt
2207,render
2208,"explanation,"
2209,however
2210,"glib,"
2211,hates
2212,Jews
2213,hillbillies
2214,">Curiously,"
2215,survives
2216,wrought
2217,novel
2218,Richard
2219,Brooks'
2220,Brick
2221,Foxhole
2222,dealt
2223,gay-bashing
2224,murder
2225,homosexuality
2226,1947
2227,Beyond
2228,Pale
2229,News
2230,Holocaust
2231,"had,"
2232,begun
2233,emerge
2234,ashes
2235,"Europe,"
2236,emboldened
2237,register
2238,protest
2239,anti-Semitism
2240,studios
2241,quaked
2242,prospect
2243,offending
2244,potential
2245,ticket
2246,buyer
2247,>But
2248,homophobia
2249,works
2250,"general,"
2251,specifics
2252,smoothly
2253,victim's
2254,chatting
2255,"lonesome,"
2256,inviting
2257,"odd,"
2258,since
2259,girlfriend
2260,tow
2261,raises
2262,question
2263,whether
2264,retained
2265,inadvertently
2266,discreet
2267,tip-off
2268,engine
2269,generating
2270,murderous
2271,rage
2272,"""Ardh"
2273,"Satya"""
2274,finest
2275,Indian
2276,Cinema
2277,Directed
2278,Govind
2279,"Nihalani,"
2280,successful
2281,Hitting
2282,Parallel
2283,Commercial
2284,Success
2285,Even
2286,"today,"
2287,Ardh
2288,Satya
2289,inspiration
2290,leading
2291,directors
2292,India
2293,tells
2294,Real-life
2295,Scenario
2296,Mumbai
2297,70s
2298,Unlike
2299,cities
2300,"India,"
2301,encompasses
2302,Different
2303,system
2304,Nihalani
2305,creates
2306,practical
2307,Outlay
2308,approach
2309,Environment
2310,>Amongst
2311,various
2312,officers
2313,"colleagues,"
2314,describes
2315,Anand
2316,"Velankar,"
2317,hot-blooded
2318,Cop
2319,coming
2320,His
2321,father
2322,harsh
2323,Constable
2324,himself
2325,suffers
2326,father's
2327,ideologies
2328,incidences
2329,Atrocities
2330,Anand's
2331,immediate
2332,"crime,"
2333,inert
2334,craving
2335,Job
2336,satisfaction
2337,revolved
2338,Plot
2339,wherein
2340,efforts
2341,crime
2342,trampled
2343,seniorsThis
2344,leads
2345,"frustrations,"
2346,achieve
2347,desired
2348,Job-satisfaction
2349,Resulting
2350,anger
2351,expressed
2352,excessive
2353,remand
2354,rooms
2355,"bars,"
2356,alcoholic
2357,Spirit
2358,within
2359,"alive,"
2360,fights
2361,He
2362,aware
2363,"Metro,"
2364,Politicians
2365,inertly
2366,associated
2367,compromise
2368,unethical
2369,practice
2370,negative
2371,Finally
2372,suspended
2373,Direction
2374,master
2375,thoroughly
2376,core
2377,breaks
2378,Underworld
2379,gangster
2380,Rama
2381,Shetty's
2382,house
2383,arrest
2384,short
2385,conversation
2386,Hair-raising
2387,moments
2388,Practical
2389,Script
2390,Punch
2391,"Alcoholism,"
2392,"Corruption,"
2393,Political
2394,"Influence,"
2395,"Courage,"
2396,Deceptions
2397,integral
2398,police
2399,Those
2400,brilliantly
2401,">Finally,"
2402,belongs
2403,"show,"
2404,Om
2405,Puri
2406,portraying
2407,Velankar
2408,traversing
2409,through
2410,emotions
2411,exposure
2412,Templarios
2413,excited
2414,among
2415,offerings
2416,Anchor
2417,Bay
2418,"Video,"
2419,cult
2420,classics
2421,"""Spider"
2422,"Baby"""
2423,print
2424,quality
2425,"excellent,"
2426,alone
2427,hide
2428,deadly
2429,dull
2430,There's
2431,thrilling
2432,opening
2433,villagers
2434,exact
2435,revenge
2436,Templars
2437,"motion,"
2438,"slow,"
2439,ponderous
2440,"&,"
2441,"ultimately,"
2442,unfulfilling
2443,Adding
2444,insult
2445,injury:
2446,"dubbed,"
2447,"subtitled,"
2448,promised
2449,video
2450,jacket
2451,significant
2452,quotes
2453,pronounced
2454,halfway
2455,"protagonist,"
2456,mafia
2457,middle-man
2458,Titta
2459,Di
2460,"Girolamo,"
2461,"non-descript,"
2462,middle-aged
2463,Salerno
2464,Southern
2465,Italy
2466,When
2467,we're
2468,introduced
2469,living
2470,non-life
2471,elegant
2472,sterile
2473,hotel
2474,Italian-speaking
2475,Canton
2476,Switzerland
2477,"years,"
2478,conducting
2479,business
2480,gradually
2481,pivotal
2482,yet
2483,unremarkable
2484,employees
2485,Swiss
2486,bank
2487,normally
2488,count
2489,Girolamo's
2490,cash
2491,"10,000"
2492,dollars
2493,missing
2494,suitcase
2495,tightly
2496,stacked
2497,banknotes
2498,"news,"
2499,quietly
2500,icily
2501,threatens
2502,coaxing
2503,manager
2504,close
2505,account
2506,Meanwhile
2507,"us,"
2508,"spectators,"
2509,"bluff,"
2510,bluff
2511,without
2512,fear
2513,caught
2514,appearing
2515,says:
2516,"through,"
2517,truth
2518,Having
2519,bluffed
2520,told
2521,"truth,"
2522,accepted
2523,consequences
2524,troubles
2525,initially
2526,"character,"
2527,"scowling,"
2528,"taciturn,"
2529,curt
2530,verge
2531,"50,"
2532,reply
2533,chambermaids
2534,waitresses
2535,"goodbye,"
2536,spectator
2537,"non-life,"
2538,"""ridiculous"""
2539,half
2540,described
2541,"""slow"""
2542,indeed
2543,reveal
2544,days
2545,nights
2546,oddly
2547,"disjoined,"
2548,deliberate
2549,"pace,"
2550,revealing
2551,seemingly
2552,mundane
2553,irrelevant
2554,unnecessary
2555,essential
2556,masterfully
2557,constructed
2558,eyes
2559,Girolamo
2560,"imagination,"
2561,identity
2562,unexpectedly
2563,loving
2564,feeling
2565,conveyed
2566,elegantly
2567,edited
2568,Boards
2569,Canada
2570,stood
2571,>Never
2572,treat
2573,mobsters
2574,odds
2575,release
2576,Le
2577,Conseguenze
2578,dell'Amore
2579,L'Imbalsamatore
2580,element
2581,protagonist's
2582,insomnia
2583,unlike
2584,Machinist
2585,explicit
2586,Al
2587,Pacino
2588,"Insomnia,"
2589,uses
2590,condition
2591,symbolise
2592,deeper
2593,malaise
2594,rammed
2595,deep
2596,obscurity
2597,"unconscious,"
2598,impossible
2599,pin-point
2600,waitress
2601,Sofia
2602,Olivia
2603,"Magnani,"
2604,grand-daughter
2605,legendary
2606,Anna
2607,memory
2608,Titta's
2609,"friend,"
2610,hasn't
2611,provide
2612,tiny
2613,window
2614,tentatively
2615,accepts
2616,explicitly
2617,spelt
2618,"out,"
2619,KNOWS
2620,"Titta,"
2621,accepting
2622,Consequences
2623,Love
2624,unimaginable
2625,single
2626,concedes
2627,spectator's
2628,representative
2629,"quiet,"
2630,taking
2631,Italian
2632,Cinecittà
2633,during
2634,waiting
2635,produce
2636,Il
2637,Postino-like
2638,"fare,"
2639,La
2640,Vita
2641,è
2642,Bella-style
2643,neglecting
2644,explore
2645,creations
2646,"dell'Amore,"
2647,Your
2648,"loss,"
2649,expecting
2650,"much,"
2651,pack
2652,5
2653,"films,"
2654,fiver
2655,expect
2656,"points,"
2657,occasional
2658,camcorder
2659,"touch,"
2660,drummer
2661,"drummer,"
2662,ie
2663,damned
2664,"actually,"
2665,"boring,"
2666,assume
2667,build
2668,"tension,"
2669,tedious
2670,thumb
2671,fast
2672,"button,"
2673,press
2674,gave
2675,seriously
2676,lead
2677,"looking,"
2678,coz
2679,"lot,"
2680,"meercat,"
2681,gonna
2682,explaining
2683,Anyway
2684,concerned
2685,London
2686,"talent,"
2687,certainly
2688,"worse,"
2689,Best
2690,avoid
2691,bored
2692,paint
2693,dry
2694,Blockbuster
2695,"$300,"
2696,sounded
2697,"Ranma-esque,"
2698,dragging
2699,"skeleton,"
2700,cute
2701,mini-skirt
2702,"back,"
2703,Restricted
2704,Viewing
2705,sticker
2706,sweet
2707,age
2708,indie
2709,edge
2710,100%
2711,>Having
2712,wonder
2713,restricted
2714,"sticker,"
2715,hardly
2716,foul
2717,"language,"
2718,closest
2719,nudity
2720,Honestly
2721,hoping
2722,nightgown
2723,panties
2724,"what,"
2725,miniskirt
2726,anti-religious
2727,tame
2728,"lame,"
2729,"caricatured,"
2730,"insincere,"
2731,"derivative,"
2732,"unoriginal,"
2733,slightest--it
2734,listen
2735,Stevens'
2736,"""Would"
2737,Jesus
2738,Wear
2739,Rolex
2740,Television
2741,"Show"""
2742,qualify
2743,PG-13
2744,"Rated,"
2745,refuses
2746,17
2747,rent
2748,this--as
2749,pornographic
2750,Any
2751,Requiem
2752,"Dream,"
2753,insist
2754,Zack
2755,Reba
2756,worries
2757,me--the
2758,offend
2759,suicide
2760,anybody
2761,needs
2762,honestly
2763,portrayed
2764,suicides
2765,"one,"
2766,ones
2767,Virgin
2768,"Suicides,"
2769,teenagers
2770,rated
2771,R
2772,purely
2773,"aspect,"
2774,eleven
2775,twelve
2776,Suicide
2777,causes
2778,number
2779,"2,"
2780,chances
2781,teens
2782,210
2783,Hopper
2784,investigate
2785,killings
2786,During
2787,That's
2788,"dunnit,"
2789,including
2790,Just
2791,warned
2792,Ever
2793,"Well,"
2794,begin
2795,>Where
2796,achingly
2797,heroine
2798,menace
2799,foreboding
2800,created
2801,thunderstorms
2802,strangely
2803,house-great
2804,double
2805,glazing
2806,serves
2807,purpose
2808,quick
2809,gory
2810,tedium
2811,unbearable
2812,Or
2813,suggests
2814,spate
2815,20+
2816,throughout
2817,area
2818,apparent
2819,ritual
2820,salt
2821,pepper
2822,sums
2823,inherent
2824,>Add
2825,act
2826,willing
2827,completely
2828,nude
2829,shower
2830,"nasty,"
2831,hope
2832,>Given
2833,following
2834,banned
2835,UK
2836,80's
2837,extended
2838,curiosity
2839,value-
2840,'daft'
2841,worry-its
2842,telegraphed
2843,>After
2844,woods
2845,steep
2846,upward
2847,slope
2848,obviously
2849,struggle
2850,Halfway
2851,figure
2852,dressed
2853,brandishing
2854,large
2855,scythe
2856,Slide
2857,"No,"
2858,course
2859,not-
2860,conveniently
2861,upright
2862,front
2863,weapon
2864,IS
2865,"Okay,"
2866,route
2867,'here
2868,again'
2869,Week
2870,"in,"
2871,week
2872,David
2873,Morse's
2874,ride
2875,pickle
2876,Morse
2877,greatest
2878,"there,"
2879,"coolest,"
2880,Koepp
2881,writer
2882,heaven
2883,>Due
2884,"many,"
2885,rubbish
2886,baffles
2887,"dung,"
2888,husband
2889,wondered
2890,product
2891,experiment
2892,computer
2893,program
2894,listless
2895,US
2896,propaganda
2897,thrown
2898,proves--disappointingly--that
2899,Call
2900,conspiracy
2901,"theorist,"
2902,"like,"
2903,"""We"
2904,steal
2905,Declaration
2906,Independence
2907,protect
2908,"it"""
2909,justify
2910,actions
2911,invasion
2912,"Iraq,"
2913,Nicholas
2914,Cage
2915,spews
2916,"""I"
2917,bargaining
2918,"chip"""
2919,Valium
2920,shooting
2921,"""reasoning"""
2922,"""clue"""
2923,bonus
2924,"misogyny,"
2925,Whatever-Her-Name-Was
2926,chided
2927,"""never"
2928,shutting
2929,"up"""
2930,She's
2931,clearly
2932,"looks,"
2933,slap
2934,"""Dr"""
2935,gravity
2936,"point,"
2937,Cage's
2938,"""Don't"
2939,shut
2940,camera
2941,pans
2942,poutily
2943,"hands,"
2944,child
2945,Truly
2946,grotesque
2947,benefit
2948,astonishingly
2949,majority
2950,Creepy
2951,clichés
2952,went
2953,nowhere
2954,sucker
2955,good;
2956,B-movie
2957,casting
2958,mixed
2959,crumby
2960,hold
2961,lift
2962,worthy
2963,minimum
2964,requirement
2965,James
2966,Cuba
2967,"Gooding,"
2968,Jr
2969,caricatures
2970,themselves
2971,>If
2972,mindless
2973,"entertainment,"
2974,recommend
2975,"book,"
2976,"""A"
2977,Many
2978,Splendored
2979,"Thing"""
2980,Han
2981,Suyin
2982,tackles
2983,issues
2984,race
2985,Asians
2986,"Whites,"
2987,topic
2988,Han's
2989,personal
2990,experiences
2991,Eurasian
2992,growing
2993,China
2994,"background,"
2995,Hong
2996,Kong
2997,daring
2998,>Other
2999,"that,"
3000,stereotypical
3001,remembered
3002,Jones
3003,"wonderful,"
3004,Oscar
3005,doctor
3006,breed
3007,advent
3008,Communism
3009,mainland
3010,William
3011,Holden
3012,journalist
3013,covering
3014,regions
3015,"notch,"
3016,chemistry
3017,lovers
3018,provides
3019,affection
3020,melt
3021,hearts
3022,romantically
3023,inclined
3024,cinematography
3025,fifty's
3026,"Kong,"
3027,hilltop
3028,overlooking
3029,harbor
3030,intimate
3031,ending
3032,tear-jerker
3033,consider
3034,sentimental
3035,romances
3036,"passé,"
3037,"but,"
3038,"stories,"
3039,shining
3040,example
3041,Of
3042,"seen,"
3043,"Rage,"
3044,"LOGIC,"
3045,"continuity,"
3046,changes
3047,plot-script
3048,dialog
3049,cry
3050,pain
3051,"""How"
3052,ANYONE
3053,"crappy"""
3054,Gary
3055,Busey
3056,"""B"""
3057,"""W"""
3058,W=waste
3059,>Take
3060,example:
3061,FBI
3062,local
3063,law
3064,surround
3065,trailer
3066,jeep
3067,wagoneer
3068,Inside
3069,MA
3070,"""confused"""
3071,cops
3072,Within
3073,seconds
3074,gun
3075,"ensues,"
3076,killed
3077,blast
3078,gary
3079,blasting
3080,dominoes
3081,drives
3082,circles
3083,hit
3084,bulletpellet
3085,noticed-damn
3086,guy
3087,tough
3088,"miracle,"
3089,six-shooter
3090,held
3091,300
3092,bullets
3093,miracle
3094,"""States"
3095,"Grace"""
3096,"""God's"
3097,"Army"""
3098,"okay,"
3099,Dutcher
3100,improved
3101,matured
3102,filmmaker
3103,began
3104,shaky
3105,"acting,"
3106,"thought,"
3107,"""well,"
3108,"better"""
3109,"Unfortunately,"
3110,starts
3111,introducing
3112,elders
3113,Mormon
3114,missionaries
3115,degenerates
3116,highly
3117,improbable
3118,unfortunate
3119,events
3120,highlighting
3121,blatant
3122,disobedience
3123,"exists,"
3124,rarely
3125,level
3126,laughable
3127,>Dutcher's
3128,alienation
3129,target
3130,unrealistically
3131,inaccurately
3132,"missionaries,"
3133,accomplishes
3134,angering
3135,predominantly
3136,reflects
3137,reality
3138,Missions
3139,served
3140,mission
3141,attest
3142,gang
3143,California
3144,contains
3145,language
3146,mild
3147,vulgarity
3148,"conclusion,"
3149,assuming
3150,inspire
3151,forgiveness
3152,available
3153,"c'mon,"
3154,gathers
3155,elder
3156,sent
3157,standing
3158,Next
3159,"Dutcher,"
3160,SOMEONE
3161,identify
3162,Being
3163,"29,"
3164,'80's
3165,working
3166,factory
3167,"figured,"
3168,worked
3169,"too,"
3170,pride
3171,American
3172,"house,"
3173,"kids,"
3174,car
3175,call
3176,noted
3177,degree
3178,quit
3179,ninth
3180,grade
3181,keen
3182,greed
3183,"laziness,"
3184,"TV,"
3185,hour
3186,Ic
3187,an't
3188,"friends,"
3189,pseudo
3190,"relatives,"
3191,remind
3192,Americans
3193,WOULD
3194,sake
3195,honor
3196,accomplished
3197,heavy
3198,downward
3199,spiral
3200,overseas
3201,"disclaimer,"
3202,5-6
3203,musical
3204,tainted
3205,:
3206,Douglas
3207,Kasey
3208,'Let
3209,dance
3210,scene'
3211,parts
3212,worthwhile
3213,addition
3214,compared
3215,dancers
3216,singing
3217,"musical,"
3218,bigger
3219,easier
3220,"decors,"
3221,"lighting,"
3222,"dancing,"
3223,"expected,"
3224,delivered
3225,songs
3226,common
3227,"ones,"
3228,"opinion,"
3229,decors
3230,obvious
3231,cuts
3232,"talking,"
3233,dubbed
3234,singers
3235,portions
3236,"impeccable,"
3237,enjoyable
3238,Protocol
3239,implausible
3240,whose
3241,grace
3242,Goldie
3243,Hawn
3244,supporting
3245,revolves
3246,ditzy
3247,cocktail
3248,Arab
3249,dignitary
3250,Goldie's
3251,charm
3252,Unless
3253,classified
3254,"Drama,"
3255,Voight
3256,Mary
3257,"Steenburgen,"
3258,erase
3259,CV
3260,historically
3261,Xena
3262,Hercules
3263,Abraham
3264,Moses
3265,melded
3266,Noah
3267,"Lot,"
3268,Abraham's
3269,"nephew,"
3270,thousands
3271,born
3272,Canaanites
3273,wandered
3274,earthreally
3275,scriptwriters
3276,Was
3277,ignorance
3278,"animals,"
3279,Lot
3280,stuff
3281,Sunday
3282,"School"""
3283,maximum
3284,planet
3285,possible-
3286,"historians,"
3287,"archaeologists,"
3288,"geologists,"
3289,"psychologists,"
3290,linguists
3291,offended
3292,Anyone
3293,modicum
3294,winced
3295,Preston
3296,Sturgis'
3297,THE
3298,POWER
3299,AND
3300,GLORY
3301,unseen
3302,public
3303,nearly
3304,twenty
3305,thirty
3306,late
3307,1990s
3308,resurfaced
3309,television
3310,meantime
3311,gained
3312,notoriety
3313,Pauline
3314,Kael's
3315,CITIZEN
3316,KANE
3317,BOOK
3318,suggested
3319,Herman
3320,Mankiewicz
3321,Orson
3322,Welles
3323,screenplay
3324,thread
3325,IMDb
3326,web
3327,"site,"
3328,Kael
3329,overstated
3330,six
3331,narrators
3332,Charles
3333,Foster
3334,Kane:
3335,newsreel
3336,representing
3337,Ralston
3338,Luce
3339,"clone,"
3340,Thatcher's
3341,"memoirs,"
3342,"Bernstein,"
3343,Jed
3344,"Leland,"
3345,Susan
3346,Alexander
3347,Raymond
3348,butler
3349,slant
3350,reflecting
3351,faith
3352,hatred
3353,reveals
3354,failings
3355,Kane's
3356,method
3357,frequent
3358,overlapping
3359,re-tellings
3360,incident
3361,situation
3362,"Yes,"
3363,leader
3364,Tom
3365,Garner
3366,Spencer
3367,"Tracy,"
3368,rose
3369,bottom
3370,head
3371,railroad
3372,Garner's
3373,hand
3374,Morgan
3375,wife
3376,Sarah
3377,Padden
3378,restricts
3379,dimensional
3380,Kane
3381,"Henry,"
3382,"narrates,"
3383,talking
3384,boss
3385,respected
3386,voice
3387,skeptical
3388,sees
3389,flaws
3390,>Typical
3391,Although
3392,anti-labor
3393,later
3394,Unions
3395,"troublemakers,"
3396,slowed
3397,Tom's
3398,confrontation
3399,Union
3400,"walk-out,"
3401,preoccupied
3402,detriment
3403,Henry's
3404,scabs
3405,strike
3406,blowing
3407,Union's
3408,headquarters
3409,views
3410,pure
3411,>I'm
3412,knocking
3413,duplicating
3414,KANE's
3415,Welles'
3416,one's
3417,thanks
3418,Tracy
3419,Colleen
3420,Moore
3421,"Sally,"
3422,tragedy
3423,worldly
3424,pair
3425,>When
3426,"marry,"
3427,benefits
3428,America
3429,cost
3430,empire
3431,expands
3432,improves
3433,loses
3434,Sally
3435,notices
3436,Eve
3437,Helen
3438,"Vinson,"
3439,younger
3440,mistress
3441,learns
3442,unfaithful
3443,behavior
3444,destroys
3445,>Similarly
3446,shock
3447,martyr
3448,marries
3449,"Tom,"
3450,presents
3451,son
3452,Eve's
3453,Philip
3454,Trent
3455,discovery
3456,incestuous
3457,cuckolding
3458,total
3459,jumps
3460,unconvincingly
3461,Yet
3462,note
3463,Board
3464,Directors
3465,plans
3466,purchase
3467,small
3468,rival
3469,train
3470,"line,"
3471,discusses
3472,debentures
3473,financing
3474,Sturgis
3475,wealthy
3476,detail
3477,rate
3478,"perhaps,"
3479,social
3480,commentary
3481,Depression
3482,Average
3483,Fulci
3484,giallo
3485,normal
3486,"standards,"
3487,redeemed
3488,build-up
3489,touches
3490,neat
3491,twist
3492,visions
3493,clairvoyance
3494,genre's
3495,well-known
3496,weaknesses
3497,gear:
3498,banal
3499,wooden
3500,illogical
3501,finale
3502,"long,"
3503,denouement
3504,proves
3505,shall
3506,say:
3507,limp
3508,affair
3509,>Fulci's
3510,ironic
3511,handling
3512,norms
3513,"amusing,"
3514,Yellow
3515,clues
3516,wherever
3517,limping
3518,36th
3519,Chamber
3520,Kung-Fu
3521,Shaw
3522,produces
3523,"80s,"
3524,equivalent
3525,spaghetti
3526,westerns
3527,"Hollywood,"
3528,protagonist
3529,Gordon
3530,"Liu,"
3531,counterpart
3532,western's
3533,Clint
3534,Eastwood
3535,Digitally
3536,remastered
3537,Fantastic
3538,Film
3539,"Fest,"
3540,"""Presented"
3541,"Scope"","
3542,simple
3543,versus
3544,"evil,"
3545,3
3546,"acts,"
3547,narrative
3548,martial
3549,arts
3550,>Act
3551,premise
3552,Workers
3553,dye-mill
3554,village
3555,unhappy
3556,wages
3557,20%
3558,incoming
3559,manchu
3560,gangsters
3561,exploitation
3562,none
3563,skilled
3564,"gangsters,"
3565,minor
3566,getting
3567,Liu
3568,impersonate
3569,Shaolin
3570,monk
3571,"sequences,"
